title_year,country_USA,Language_English,color,duration,aspect_ratio,director_100,actor_1_name_100,actor_1_facebook_likes,actor_2_name_100,actor_2_facebook_likes,actor_3_name_100,actor_3_facebook_likes,cast_total_facebook_likes,main_stream,Comedy,Thriller,Biography,History,War,Crime,Romance,Animation,Horror,Western,Family,Documentary,Drama,Sport,Sci-Fi,Adventure,Music,Mystery,Action,Fantasy,Musical,Genre_Others,budget_corrected,gross_world,Profit
2013.0,1,1,Color,114.0,2.35,0,0,979.0,0,557.0,0,140.0,1766,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,195000000.0,197687603,2687603.0
2013.0,0,1,Color,143.0,2.39,0,1,29000.0,0,509.0,0,77.0,29770,78,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,105000000.0,353642274,248642274.0
2013.0,0,1,Color,143.0,2.39,0,1,29000.0,0,509.0,0,76.0,29769,78,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,105000000.0,353642274,248642274.0
2010.0,1,1,Color,116.0,2.39,0,0,15000.0,0,567.0,0,236.0,16149,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,200000000.0,336365676,136365676.0
2013.0,1,1,Color,131.0,1.85,0,0,16000.0,0,968.0,0,919.0,19166,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,190000000.0,411002906,221002906.0
2011.0,1,1,Color,154.0,2.39,0,0,894.0,0,829.0,0,581.0,2593,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,195000000.0,1123794079,928794079.0
2008.0,1,1,Color,122.0,2.39,1,1,11000.0,0,1000.0,0,1000.0,14959,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,185000000.0,790653942,605653942.0
2015.0,1,1,Color,93.0,2.39,0,0,275.0,0,150.0,0,113.0,696,37,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,200000000.0,332207671,132207671.0
2012.0,1,1,Color,93.0,2.39,0,0,2000.0,0,1000.0,0,838.0,5005,57,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,185000000.0,538983207,353983207.0
2016.0,1,1,Color,122.0,2.35,0,0,998.0,0,119.0,0,105.0,1327,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,185000000.0,343471816,158471816.0
2008.0,1,1,Color,98.0,2.39,0,0,1000.0,0,729.0,0,522.0,2975,46,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,180000000.0,521311890,341311890.0
2007.0,1,1,Color,91.0,2.39,0,0,268.0,0,268.0,0,173.0,1125,48,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140000000.0,258097122,118097122.0
2009.0,1,1,Color,158.0,2.39,0,0,1000.0,0,468.0,0,310.0,2144,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,200000000.0,791217826,591217826.0
2009.0,1,1,Color,96.0,2.39,0,0,18000.0,1,14000.0,1,10000.0,48878,94,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,200000000.0,325286646,125286646.0
2015.0,1,1,Color,127.0,2.35,0,0,17000.0,0,15000.0,0,13000.0,47334,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,176000000.0,183887723,7887723.0
2016.0,1,1,Color,110.0,2.35,0,1,11000.0,0,10000.0,0,103.0,21175,61,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,180000000.0,356700357,176700357.0
2005.0,1,1,Color,150.0,2.39,0,0,1000.0,0,190.0,0,82.0,1317,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,180000000.0,745013115,565013115.0
2016.0,1,1,Color,144.0,2.39,0,0,34000.0,0,13000.0,0,1000.0,49684,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,178000000.0,543934105,365934105.0
2008.0,1,1,Color,152.0,2.39,1,1,23000.0,1,13000.0,1,11000.0,57802,42,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,185000000.0,1005973645,820973645.0
2009.0,1,1,Color,96.0,1.85,0,0,1000.0,0,848.0,0,262.0,2635,41,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,175000000.0,735099102,560099102.0
2009.0,1,1,Color,94.0,2.39,0,0,1000.0,0,973.0,0,459.0,2579,100,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,175000000.0,381509870,206509870.0
2008.0,1,1,Color,126.0,2.39,0,1,21000.0,1,12000.0,0,4000.0,39252,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,140000000.0,585796247,445796247.0
2011.0,1,1,Color,126.0,1.85,1,0,17000.0,0,16000.0,0,1000.0,36017,53,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,150000000.0,185770310,35770310.0
1999.0,1,1,Color,106.0,1.85,0,1,10000.0,0,4000.0,0,582.0,15870,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,170000000.0,222104681,52104681.0
2008.0,1,1,Color,112.0,2.39,0,0,5000.0,0,3000.0,0,595.0,9131,61,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,145000000.0,403449830,258449830.0
2016.0,1,1,Color,123.0,2.39,0,1,10000.0,0,336.0,0,329.0,11287,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,175000000.0,746846894,571846894.0
2007.0,1,1,Color,96.0,2.35,0,0,87000.0,1,11000.0,0,7000.0,108016,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,175000000.0,174440724,-559276.0
2014.0,1,1,Color,113.0,2.35,0,1,10000.0,0,854.0,0,509.0,12652,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,178000000.0,370541256,192541256.0
1995.0,1,1,Color,176.0,1.85,0,0,711.0,0,60.0,0,60.0,1004,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,175000000.0,264218220,89218220.0
2009.0,1,1,Color,118.0,2.39,0,0,23000.0,0,2000.0,0,570.0,26683,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,175000000.0,302469017,127469017.0
2015.0,1,1,Color,95.0,1.85,0,0,1000.0,0,767.0,0,384.0,2944,32,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,175000000.0,858848019,683848019.0
2016.0,0,1,Color,106.0,1.85,0,0,19000.0,1,13000.0,0,591.0,32921,73,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,175000000.0,966554929,791554929.0
2016.0,0,1,Color,106.0,1.85,0,0,19000.0,1,13000.0,0,591.0,32921,73,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,175000000.0,966554929,791554929.0
2010.0,1,1,Color,124.0,2.39,0,1,21000.0,0,19000.0,0,4000.0,48638,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,200000000.0,623933331,423933331.0
2012.0,1,1,Color,132.0,2.39,0,0,26000.0,0,17000.0,0,11000.0,72881,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,170000000.0,396592829,226592829.0
2014.0,1,1,Color,97.0,2.35,0,0,11000.0,0,2000.0,0,846.0,15516,70,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,180000000.0,758411779,578411779.0
2014.0,1,1,Color,130.0,1.85,0,1,10000.0,0,2000.0,0,884.0,14363,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,170000000.0,710644566,540644566.0
2015.0,0,1,Color,109.0,2.117572378716745,0,0,622.0,0,525.0,0,283.0,1982,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,50000000.0,66428,-49933572.0
2015.0,0,1,Color,109.0,2.117572378716745,0,0,621.0,0,525.0,0,282.0,1980,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,50000000.0,66428,-49933572.0
2013.0,1,1,Color,128.0,2.39,0,0,18000.0,0,1000.0,0,982.0,20965,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,175000000.0,151783839,-23216161.0
2014.0,1,1,Color,136.0,2.39,0,0,19000.0,0,11000.0,0,2000.0,36188,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,170000000.0,714421503,544421503.0
2010.0,1,1,Color,93.0,2.39,0,0,4000.0,0,225.0,0,213.0,4628,15,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,165000000.0,752600867,587600867.0
2015.0,1,1,Color,130.0,2.2,0,0,2000.0,0,638.0,0,604.0,5046,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,190000000.0,209035668,19035668.0
2014.0,1,1,Color,102.0,2.39,0,0,756.0,0,719.0,0,562.0,2963,94,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,165000000.0,657869686,492869686.0
2012.0,1,1,Color,101.0,2.39,0,0,975.0,0,931.0,0,833.0,4451,49,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,165000000.0,471222889,306222889.0
2004.0,1,1,Color,100.0,2.39,0,1,15000.0,0,726.0,0,267.0,16264,176,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,165000000.0,314215454,149215454.0
2016.0,1,1,Color,120.0,2.39,0,0,890.0,0,812.0,0,535.0,3233,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,165000000.0,389681935,224681935.0
2010.0,1,1,Color,98.0,2.35,0,0,18000.0,0,953.0,0,759.0,20453,116,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,165000000.0,494879471,329879471.0
2003.0,1,1,Color,109.0,2.39,0,0,648.0,0,284.0,0,191.0,1769,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,200000000.0,433371112,233371112.0
2014.0,1,1,Color,121.0,2.39,0,0,14000.0,0,14000.0,0,3000.0,32438,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,170000000.0,773350147,603350147.0
2014.0,1,1,Color,169.0,2.39,1,1,11000.0,0,11000.0,0,6000.0,31488,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,165000000.0,701729206,536729206.0
2010.0,1,1,Color,148.0,2.39,1,1,29000.0,0,27000.0,0,23000.0,81115,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,160000000.0,836836967,676836967.0
2012.0,1,1,Color,182.0,2.39,0,0,5000.0,0,972.0,0,773.0,9152,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,180000000.0,1017003568,837003568.0
2001.0,1,1,Color,106.0,2.39,0,0,23000.0,0,14000.0,0,4000.0,45327,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38000000.0,207305509,169305509.0
2001.0,1,1,Color,106.0,2.39,0,0,23000.0,0,14000.0,0,4000.0,45327,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38000000.0,207305509,169305509.0
2008.0,1,1,Color,166.0,2.39,1,1,11000.0,0,1000.0,0,919.0,13333,19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,150000000.0,335802786,185802786.0
2011.0,1,1,Color,132.0,2.39,0,0,34000.0,0,13000.0,0,1000.0,50983,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,160000000.0,352616690,192616690.0
2015.0,1,1,Color,137.0,2.35,0,0,34000.0,1,22000.0,0,14000.0,81385,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,160000000.0,658344137,498344137.0
2010.0,1,1,Color,109.0,2.39,0,0,12000.0,0,418.0,0,370.0,13388,225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,150000000.0,215283742,65283742.0
2006.0,1,1,Color,98.0,2.35,0,0,87000.0,0,2000.0,0,702.0,92456,88,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,160000000.0,181674817,21674817.0
2016.0,1,1,Color,113.0,1.85,0,1,40000.0,1,25000.0,0,11000.0,80806,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,170000000.0,299820798,129820798.0
2007.0,1,1,Color,93.0,1.85,0,0,3000.0,0,795.0,0,692.0,4705,64,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,160000000.0,813367380,653367380.0
2016.0,1,1,Color,123.0,2.39,0,0,3000.0,0,716.0,0,648.0,5505,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,160000000.0,439048914,279048914.0
2015.0,1,1,Color,126.0,2.35,0,0,24000.0,0,10000.0,0,2000.0,38873,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,155000000.0,440603537,285603537.0
2010.0,1,1,Color,113.0,2.117572378716745,0,0,531.0,0,82.0,0,59.0,764,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,155000000.0,415686217,260686217.0
2001.0,1,1, Black and White,184.0,2.39,0,0,3000.0,0,961.0,0,691.0,5401,6,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,140000000.0,449220945,309220945.0
2007.0,1,1,Color,144.0,2.39,0,0,662.0,0,599.0,0,581.0,2333,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,150000000.0,709709780,559709780.0
2004.0,0,1,Color,206.0,2.39,1,1,12000.0,0,11000.0,0,591.0,24598,56,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,155000000.0,167298192,12298192.0
2007.0,0,1,Color,138.0,2.39,0,0,21000.0,0,11000.0,0,687.0,33433,205,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,150000000.0,942172396,792172396.0
2005.0,0,1,Color,157.0,2.39,0,0,21000.0,0,11000.0,0,10000.0,53413,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,150000000.0,896678241,746678241.0
2008.0,1,1,Color,102.0,2.39,0,1,10000.0,0,9000.0,0,979.0,21584,103,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,150000000.0,629443428,479443428.0
